,campaign_id,chain_id,start_date,end_date,format,device,height,width,iremoteid,days,start_day,end_day,shop,budget
454,840,12,2020-10-26,2020-11-20,butterfly,DESKTOP,298.0,398.0,"['C103193', 'C103198', 'C103206', 'C103211', 'C103213', 'C103215', 'C103225', 'C103226', 'C103228']",27.0,1.0,5.0,0.0,9735.681060791016
6597,36672,12,2021-06-07,2021-07-04,butterfly,DESKTOP,298.0,398.0,['C155021'],29.0,1.0,7.0,0.0,11852.43133544922
5971,33025,12,2020-05-04,2020-05-17,banner,DESKTOP,200.0,995.0,['56979'],15.0,1.0,7.0,0.0,6250.013580322266
6156,34159,11,2021-06-07,2021-06-29,butterfly,DESKTOP,486.0,532.0,['C154476'],24.0,1.0,2.0,0.0,8560.62451171875
1166,4455,7,2021-07-19,2021-07-19,butterfly,DESKTOP,351.0,564.0,['157909'],2.0,1.0,1.0,0.0,833.3123168945312
1348,5541,12,2021-01-18,2021-01-31,butterfly,DESKTOP,298.0,398.0,['C120648'],15.0,1.0,7.0,0.0,5705.365447998047
7247,13167,11,2021-09-16,2021-09-24,showcase,DESKTOP,494.0,1063.0,['177192'],10.0,4.0,5.0,0.0,22857.14285714286
3023,15306,7,2020-11-24,2020-12-16,butterfly,DESKTOP,393.0,576.0,['109331'],24.0,2.0,3.0,0.0,7480.58935546875
7126,9100,11,2021-08-02,2021-08-07,showcase,DESKTOP,494.0,1063.0,['168233'],7.0,1.0,6.0,0.0,16000.0
3340,17104,12,2020-10-14,2020-10-25,tg,DESKTOP,298.0,398.0,['C97662'],13.0,3.0,7.0,0.0,8135.997314453125
5404,29572,12,2020-08-27,2020-09-19,tg,DESKTOP,298.0,796.0,['C84748'],25.0,4.0,6.0,0.0,13169.16961669922
3580,18530,11,2020-06-01,2020-06-13,butterfly,DESKTOP,486.0,278.0,['C61118'],14.0,1.0,6.0,0.0,6053.719970703125
2229,10586,12,2020-09-17,2020-11-07,butterfly,DESKTOP,298.0,398.0,['C88204'],53.0,4.0,6.0,0.0,14937.838439941406
2385,11512,10,2019-07-02,2019-07-20,butterfly,DESKTOP,420.0,574.0,['C30229'],20.0,2.0,6.0,0.0,13688.602294921877
1599,6966,10,2019-07-22,2019-07-30,butterfly,DESKTOP,420.0,574.0,['C28825'],10.0,1.0,2.0,0.0,7412.225952148437
4015,21287,11,2021-09-25,2021-10-11,butterfly,DESKTOP,486.0,532.0,['C176098'],18.0,6.0,1.0,0.0,11759.07568359375
7425,19367,11,2021-06-16,2021-06-16,showcase,DESKTOP,494.0,1063.0,['154413'],2.0,3.0,3.0,0.0,4571.428571428572
6651,37075,12,2021-05-17,2021-05-23,tg,DESKTOP,298.0,796.0,['C148302'],8.0,1.0,7.0,0.0,5056.19140625
7041,6441,11,2020-11-02,2020-12-01,showcase,DESKTOP,472.0,1047.0,['103293'],31.0,1.0,2.0,0.0,70857.14285714286
3566,18467,12,2020-03-01,2020-03-12,tg,DESKTOP,298.0,796.0,['C48645'],13.0,7.0,4.0,0.0,8943.845275878906
7782,31759,11,2020-06-23,2020-09-12,showcase,DESKTOP,472.0,1061.0,['65026'],83.0,2.0,6.0,0.0,189714.2857142857
4878,26480,10,2019-07-12,2019-07-13,butterfly,DESKTOP,420.0,574.0,['C30897'],3.0,5.0,6.0,0.0,2209.6109619140625
1068,3904,11,2020-12-06,2020-12-08,butterfly,DESKTOP,486.0,273.0,['C113818'],4.0,7.0,2.0,0.0,3247.02734375
7117,8882,11,2021-07-06,2021-09-19,showcase,DESKTOP,494.0,1063.0,['162701'],77.0,2.0,7.0,0.0,176000.0
1519,6545,10,2019-07-07,2019-08-02,butterfly,DESKTOP,420.0,574.0,['C30972'],28.0,7.0,5.0,0.0,10046.012573242188
796,2161,12,2021-04-19,2021-05-16,tg,DESKTOP,298.0,796.0,['C143251'],29.0,1.0,7.0,0.0,12668.790893554688
7329,16103,11,2021-09-01,2021-10-11,showcase,DESKTOP,494.0,1063.0,['174073'],42.0,3.0,1.0,0.0,96000.0
2254,10731,12,2020-12-13,2020-12-17,tg,DESKTOP,298.0,796.0,['C111158'],6.0,7.0,4.0,0.0,4127.928588867188
2002,9428,10,2021-07-29,2021-07-30,butterfly,DESKTOP,381.0,555.0,['C167442'],3.0,4.0,5.0,0.0,1999.8116455078125
498,903,12,2021-02-16,2021-02-28,banner,DESKTOP,200.0,995.0,['127678'],14.0,2.0,7.0,0.0,9381.358642578123
4473,23945,12,2021-04-10,2021-04-29,banner,DESKTOP,200.0,995.0,['141237'],21.0,6.0,4.0,0.0,10520.552032470703
3623,18815,10,2020-05-27,2020-06-22,butterfly,DESKTOP,420.0,574.0,['C52699'],28.0,3.0,1.0,0.0,9162.6650390625
3067,15584,12,2021-02-23,2021-03-01,tg,DESKTOP,298.0,398.0,['C131362'],8.0,2.0,1.0,0.0,5648.9072265625
3053,15493,11,2021-06-07,2021-07-03,butterfly,DESKTOP,486.0,531.0,['C154959'],28.0,1.0,6.0,0.0,11587.903564453123
7351,16912,11,2021-02-01,2021-04-05,showcase,DESKTOP,438.0,266.0,['123179'],65.0,1.0,1.0,0.0,148571.42857142858
3642,18940,10,2019-07-24,2019-08-30,butterfly,DESKTOP,420.0,574.0,['C31386'],39.0,3.0,5.0,0.0,10240.164825439451
4694,25225,11,2021-04-03,2021-05-31,butterfly,DESKTOP,486.0,531.0,['C135080'],60.0,6.0,1.0,0.0,16810.962524414062
6621,36838,11,2020-05-14,2020-05-18,butterfly,DESKTOP,486.0,278.0,['C53896'],6.0,4.0,1.0,0.0,4270.6080322265625
6171,34251,12,2021-01-22,2021-01-27,tg,DESKTOP,298.0,796.0,['C121039'],7.0,5.0,3.0,0.0,4219.927612304688
7374,17679,11,2021-09-11,2021-09-29,showcase,DESKTOP,494.0,1063.0,['176593'],20.0,6.0,3.0,0.0,45714.28571428572
4720,25395,12,2021-05-11,2021-05-29,butterfly,DESKTOP,298.0,398.0,['C146995'],20.0,2.0,6.0,0.0,13108.392333984377
93,116,10,2020-03-02,2020-06-25,butterfly,DESKTOP,420.0,574.0,"['C47834', 'C56480', 'C61136']",76.0,1.0,4.0,0.0,13251.270751953123
5852,32285,11,2021-09-07,2021-09-16,butterfly,DESKTOP,486.0,531.0,['C175587'],11.0,2.0,4.0,0.0,8168.14990234375
5797,32000,10,2021-02-07,2021-02-25,butterfly,DESKTOP,1080.0,1440.0,['C117785'],20.0,7.0,4.0,0.0,12019.637451171877
969,3182,10,2020-06-16,2020-06-30,butterfly,DESKTOP,420.0,574.0,['C65212'],16.0,2.0,2.0,0.0,10927.00390625
7159,10340,11,2021-05-02,2021-05-31,showcase,DESKTOP,438.0,1063.0,['146365'],31.0,7.0,1.0,0.0,70857.14285714286
3254,16652,11,2019-09-29,2019-11-13,butterfly,DESKTOP,488.0,270.0,['CB4614'],47.0,7.0,3.0,0.0,10429.42234802246
979,3236,11,2020-04-14,2020-05-29,butterfly,DESKTOP,486.0,278.0,['C54292'],47.0,2.0,5.0,0.0,11460.807571411133
6304,35089,7,2019-10-09,2019-11-02,butterfly,DESKTOP,350.0,494.0,['C35194'],26.0,3.0,6.0,0.0,7088.277770996094
813,2284,12,2021-07-14,2021-11-24,butterfly,DESKTOP,298.0,398.0,['C164400'],135.0,3.0,3.0,0.0,20153.11088562012
2012,9477,12,2020-12-10,2020-12-12,tg,DESKTOP,298.0,796.0,['C105321'],4.0,4.0,6.0,0.0,2887.743408203125
4423,23623,11,2019-05-16,2019-05-20,pmp,DESKTOP,486.0,293.0,['IB1629'],6.0,4.0,1.0,0.0,4076.922729492188
5041,27396,12,2019-06-25,2019-07-28,banner,DESKTOP,200.0,995.0,['30868'],35.0,2.0,7.0,0.0,14512.95913696289
4823,26074,11,2019-09-29,2019-11-13,butterfly,DESKTOP,488.0,270.0,['CB4574'],47.0,7.0,3.0,0.0,10429.42234802246
1153,4384,12,2020-05-11,2020-05-16,butterfly,DESKTOP,298.0,398.0,['C58684'],7.0,1.0,6.0,0.0,5096.796813964844
5331,29149,11,2020-06-01,2020-07-23,butterfly,DESKTOP,486.0,277.0,['C62013'],54.0,1.0,4.0,0.0,8385.457763671875
838,2422,12,2020-11-23,2020-11-29,tg,DESKTOP,298.0,796.0,['C101108'],8.0,1.0,7.0,0.0,5056.19140625
1466,6205,11,2021-06-12,2021-06-16,butterfly,DESKTOP,486.0,532.0,['C152117'],6.0,6.0,3.0,0.0,4366.504760742188
4782,25815,12,2021-03-08,2021-03-20,butterfly,DESKTOP,298.0,398.0,['C133254'],14.0,1.0,6.0,0.0,9141.492431640623
2601,12803,12,2021-08-24,2021-09-06,tg,DESKTOP,298.0,796.0,['C172294'],15.0,2.0,1.0,0.0,7188.126525878906
5301,28943,12,2021-05-11,2021-05-14,tg,DESKTOP,298.0,398.0,['C146837'],5.0,2.0,5.0,0.0,3304.0670776367188
610,1102,7,2020-06-02,2020-09-06,butterfly,DESKTOP,350.0,492.0,"['C62509', 'C62510']",98.0,2.0,7.0,0.0,20726.623168945312
6880,586,11,2021-02-02,2021-02-28,showcase,DESKTOP,438.0,266.0,"['117815', '124114']",28.0,2.0,7.0,0.0,64000.0
3629,18857,11,2021-08-03,2021-08-12,butterfly,DESKTOP,509.0,531.0,['C165579'],11.0,2.0,4.0,0.0,8168.14990234375
6350,35282,7,2021-03-04,2021-03-04,butterfly,DESKTOP,394.0,576.0,['132577'],2.0,4.0,4.0,0.0,783.1609497070312
800,2192,11,2020-04-07,2020-05-17,butterfly,DESKTOP,486.0,277.0,['C52931'],42.0,2.0,7.0,0.0,16440.08660888672
4160,22200,11,2019-10-28,2019-11-01,butterfly,DESKTOP,488.0,270.0,['CB4573'],6.0,1.0,5.0,0.0,4036.691162109375
2417,11850,11,2019-05-16,2019-05-19,shop,DESKTOP,155.0,1124.0,['amora'],5.0,4.0,7.0,1.0,2974.1830444335938
860,2560,11,2021-09-11,2021-09-26,butterfly,DESKTOP,486.0,531.0,['C173722'],17.0,6.0,7.0,0.0,11116.110534667969
6001,33210,12,2020-05-06,2020-07-14,tg,DESKTOP,298.0,796.0,['C56703'],71.0,3.0,2.0,0.0,14446.097076416016
7847,34503,11,2021-05-17,2021-06-04,showcase,DESKTOP,494.0,1063.0,['141944'],20.0,1.0,5.0,0.0,45714.28571428572
1590,6926,12,2021-01-11,2021-01-13,butterfly,DESKTOP,298.0,398.0,['C119380'],4.0,1.0,3.0,0.0,2436.09912109375
1133,4240,12,2021-07-13,2021-08-24,tg,DESKTOP,298.0,796.0,['C164434'],44.0,2.0,2.0,0.0,12691.482299804688
4749,25630,12,2019-06-10,2019-07-07,banner,DESKTOP,200.0,995.0,['30038'],29.0,1.0,7.0,0.0,12905.417724609377
2351,11285,12,2020-05-18,2020-05-30,banner,DESKTOP,200.0,995.0,['60145'],14.0,1.0,6.0,0.0,9649.830688476562
2701,13367,12,2021-06-23,2021-06-27,butterfly,DESKTOP,298.0,398.0,['C159214'],6.0,3.0,7.0,0.0,3755.07568359375
2938,14809,7,2020-05-26,2020-06-03,butterfly,DESKTOP,350.0,494.0,['C60548'],10.0,2.0,3.0,0.0,4729.203186035156
2036,9581,11,2019-06-10,2019-06-17,shop,DESKTOP,155.0,1124.0,['le-savoir-faire-italien-dans-une-pate-dexception-panzani'],9.0,1.0,1.0,1.0,5403.66943359375
5706,31466,12,2019-07-08,2019-08-04,stoprayon,DESKTOP,121.0,995.0,['31374'],29.0,1.0,7.0,0.0,11852.43133544922
5589,30701,7,2020-09-01,2020-09-06,butterfly,DESKTOP,350.0,492.0,['C76343'],7.0,2.0,7.0,0.0,3522.461181640625
6550,36412,11,2021-02-27,2021-03-16,stoprayon,DESKTOP,145.0,1063.0,['lagunitas'],19.0,6.0,2.0,0.0,12854.61328125
5296,28934,12,2019-05-11,2019-06-10,stoprayon,DESKTOP,121.0,995.0,['24090'],32.0,6.0,1.0,0.0,16331.1650390625
4973,26991,12,2020-10-06,2020-10-09,butterfly,DESKTOP,298.0,398.0,['C92825'],5.0,2.0,5.0,0.0,3304.0670776367188
2864,14366,10,2020-03-17,2020-04-07,butterfly,DESKTOP,420.0,574.0,['C50178'],23.0,2.0,2.0,0.0,9972.938415527344
5509,30213,11,2019-07-09,2019-07-09,shop,DESKTOP,155.0,1125.0,['IB1669'],2.0,2.0,2.0,1.0,1292.2198486328125
5715,31504,10,2020-01-29,2020-03-25,butterfly,DESKTOP,420.0,574.0,['C44596'],58.0,3.0,3.0,0.0,11062.491973876951
3652,18994,12,2020-01-21,2020-01-30,banner,DESKTOP,200.0,995.0,['44318'],11.0,2.0,4.0,0.0,8037.447692871094
1003,3446,11,2019-11-14,2019-11-18,butterfly,DESKTOP,486.0,278.0,['C37160'],6.0,4.0,1.0,0.0,4270.6080322265625
4001,21171,12,2020-10-08,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C97040'],86.0,4.0,4.0,0.0,13563.187866210938
649,1279,12,2021-08-10,2021-08-22,tg,DESKTOP,298.0,796.0,['C168832'],14.0,2.0,7.0,0.0,10047.666015625
5860,32305,12,2020-01-20,2020-01-29,banner,DESKTOP,200.0,995.0,['44319'],11.0,1.0,3.0,0.0,7098.680541992188
2579,12699,12,2021-02-16,2021-02-28,banner,DESKTOP,200.0,995.0,['128192'],14.0,2.0,7.0,0.0,9381.358642578123
1368,5707,12,2020-06-15,2020-06-30,stoprayon,DESKTOP,122.0,995.0,['C64359'],17.0,1.0,2.0,0.0,8548.776947021484
1542,6667,12,2020-09-29,2020-10-10,butterfly,DESKTOP,298.0,398.0,['C92833'],13.0,2.0,6.0,0.0,10465.353088378906
4832,26132,11,2021-09-07,2021-10-11,butterfly,DESKTOP,486.0,531.0,['C175751'],36.0,2.0,1.0,0.0,14637.4189453125
3508,18094,10,2020-07-10,2020-07-22,butterfly,DESKTOP,420.0,574.0,['C69373'],14.0,5.0,3.0,0.0,3990.890380859375
5072,27581,12,2021-09-16,2021-09-19,tg,DESKTOP,298.0,597.0,['C175223'],5.0,4.0,7.0,0.0,3129.229736328125
2264,10781,10,2021-05-02,2021-05-05,butterfly,DESKTOP,394.0,555.0,['C145184'],5.0,7.0,3.0,0.0,3638.753967285156
7405,18739,11,2020-09-11,2020-09-25,showcase,DESKTOP,472.0,1061.0,['89070'],16.0,5.0,5.0,0.0,36571.42857142857
3256,16669,11,2021-05-25,2021-07-30,butterfly,DESKTOP,486.0,532.0,['C151657'],68.0,2.0,5.0,0.0,16718.031799316406
5878,32416,11,2019-10-02,2019-10-23,butterfly,DESKTOP,488.0,270.0,['CB6487'],23.0,3.0,3.0,0.0,6129.700744628906
7286,14624,11,2020-09-01,2020-09-15,showcase,DESKTOP,472.0,1061.0,['85414'],16.0,2.0,2.0,0.0,36571.42857142857
1427,6002,12,2020-05-11,2020-05-23,tg,DESKTOP,298.0,398.0,['C58675'],14.0,1.0,6.0,0.0,10316.138061523438
4436,23717,12,2020-11-02,2020-12-10,banner,DESKTOP,200.0,1195.0,['102909'],40.0,1.0,4.0,0.0,10073.052978515623
4541,24379,11,2021-06-02,2021-06-27,butterfly,DESKTOP,486.0,532.0,['C153340'],27.0,3.0,7.0,0.0,8851.815032958984
5942,32821,11,2021-09-06,2021-09-26,butterfly,DESKTOP,486.0,531.0,['C175333'],22.0,1.0,7.0,0.0,7348.5062255859375
6282,34933,11,2019-09-29,2019-10-01,butterfly,DESKTOP,486.0,278.0,['C31017'],4.0,7.0,2.0,0.0,3247.02734375
2731,13528,12,2021-07-01,2021-07-18,butterfly,DESKTOP,298.0,398.0,['C160247'],19.0,4.0,7.0,0.0,9048.529083251951
4404,23532,7,2020-01-13,2020-01-26,butterfly,DESKTOP,350.0,494.0,['C40745'],15.0,1.0,7.0,0.0,4254.319152832031
4585,24613,12,2020-05-01,2020-05-07,butterfly,DESKTOP,298.0,398.0,['C56435'],8.0,5.0,4.0,0.0,4890.20751953125
2499,12322,10,2020-05-04,2020-06-09,butterfly,DESKTOP,420.0,574.0,['C57176'],38.0,1.0,2.0,0.0,13371.586303710938
3544,18305,11,2021-06-06,2021-06-06,butterfly,DESKTOP,498.0,531.0,['C141813'],2.0,7.0,7.0,0.0,1578.1741943359375
938,2985,11,2019-05-13,2019-05-15,pmp,DESKTOP,487.0,293.0,['IB1633'],4.0,1.0,3.0,0.0,2405.0654296875
4321,23042,11,2020-03-02,2020-03-07,butterfly,DESKTOP,486.0,277.0,['C47205'],7.0,1.0,6.0,0.0,5588.684814453125
1323,5384,12,2019-12-29,2019-12-31,butterfly,DESKTOP,298.0,398.0,['C42577'],4.0,7.0,2.0,0.0,2892.04345703125
5240,28574,11,2021-07-27,2021-07-28,butterfly,DESKTOP,509.0,531.0,['C166544'],3.0,2.0,3.0,0.0,2202.3898315429688
3299,16871,10,2020-09-07,2020-09-29,butterfly,DESKTOP,420.0,574.0,['C88234'],24.0,1.0,2.0,0.0,8560.62451171875
5022,27280,7,2021-08-11,2021-08-15,butterfly,DESKTOP,353.0,564.0,['168874'],6.0,3.0,7.0,0.0,2520.70458984375
2143,10146,11,2021-04-12,2021-04-14,stoprayon,DESKTOP,145.0,1063.0,['entretien-et-nettoyage/lessives-et-soin-du-linge/soin-du-linge/entretien-du-lave-linge'],4.0,1.0,3.0,0.0,2628.866455078125
6864,537,11,2021-04-12,2021-04-28,showcase,DESKTOP,438.0,1063.0,"['141628', '141632', '142696', '142697']",18.0,1.0,3.0,0.0,41142.857142857145
2862,14360,12,2021-03-02,2021-04-25,butterfly,DESKTOP,298.0,398.0,['C132340'],56.0,2.0,7.0,0.0,17155.385009765625
6249,34703,12,2019-08-21,2019-08-25,banner,DESKTOP,200.0,995.0,['33016'],6.0,3.0,7.0,0.0,3972.9345703125
3910,20579,12,2019-08-26,2019-08-27,banner,DESKTOP,200.0,995.0,['33102'],3.0,1.0,2.0,0.0,2066.3594970703125
59,81,10,2020-05-13,2020-06-01,butterfly,DESKTOP,420.0,574.0,"['C59052', 'C59060']",21.0,3.0,1.0,0.0,6871.998779296875
678,1502,12,2019-05-08,2019-06-30,stoprayon,DESKTOP,121.0,995.0,['24008'],55.0,3.0,7.0,0.0,10216.58317565918
3375,17330,11,2019-12-24,2020-01-05,butterfly,DESKTOP,486.0,278.0,['C42336'],14.0,2.0,7.0,0.0,6012.876953125
7042,6459,11,2020-10-19,2020-11-01,showcase,DESKTOP,472.0,1047.0,['99271'],15.0,1.0,7.0,0.0,34285.71428571429
4098,21818,12,2020-10-12,2020-10-23,butterfly,DESKTOP,298.0,398.0,['C96651'],13.0,1.0,5.0,0.0,7590.701110839844
6072,33585,11,2021-04-22,2021-06-02,butterfly,DESKTOP,498.0,531.0,['C143841'],43.0,4.0,3.0,0.0,10621.131225585938
7375,17689,11,2021-03-01,2021-03-23,showcase,DESKTOP,438.0,266.0,['132164'],24.0,1.0,2.0,0.0,54857.142857142855
5261,28737,12,2020-05-04,2020-05-09,butterfly,DESKTOP,298.0,398.0,['C57879'],7.0,1.0,6.0,0.0,5096.796813964844
1791,8191,12,2021-08-16,2021-09-27,tg,DESKTOP,298.0,796.0,['C169689'],44.0,1.0,1.0,0.0,8283.127563476562
1895,8847,11,2020-10-13,2020-10-20,butterfly,DESKTOP,486.0,273.0,['C98495'],9.0,2.0,2.0,0.0,7363.223327636719
6828,416,11,2020-07-08,2020-08-04,showcase,DESKTOP,472.0,1061.0,"['68342', '68343', '77934', '77935']",29.0,3.0,2.0,0.0,66285.71428571429
3650,18983,12,2019-12-23,2019-12-28,tg,DESKTOP,298.0,796.0,['C40702'],7.0,1.0,6.0,0.0,5096.796813964844
1264,5036,12,2020-06-25,2020-06-25,banner,DESKTOP,200.0,995.0,['67695'],2.0,4.0,4.0,0.0,1295.1715087890625
2389,11583,12,2021-01-01,2021-02-21,butterfly,DESKTOP,298.0,398.0,['C117417'],53.0,5.0,7.0,0.0,9845.071060180664
574,1033,7,2020-06-03,2020-09-06,butterfly,DESKTOP,350.0,492.0,"['C62508', 'C63196']",97.0,3.0,7.0,0.0,12455.271560668943
2317,11092,11,2021-06-12,2021-07-30,butterfly,DESKTOP,486.0,532.0,['C155591'],50.0,6.0,5.0,0.0,11873.39324951172
3141,16012,12,2021-01-18,2021-02-05,tg,DESKTOP,298.0,796.0,['C120771'],20.0,1.0,5.0,0.0,7774.6221923828125
5920,32643,12,2021-08-24,2021-09-29,butterfly,DESKTOP,298.0,398.0,['C171804'],38.0,2.0,3.0,0.0,11350.498413085938
6665,5386,10,2020-10-13,2020-10-20,banner,DESKTOP,150.0,1200.0,['C96163'],9.0,2.0,2.0,0.0,12857.14285714286
3106,15864,12,2019-12-08,2019-12-31,banner,DESKTOP,200.0,995.0,['39837'],25.0,7.0,2.0,0.0,13400.035095214844
4409,23555,12,2021-02-01,2021-02-15,tg,DESKTOP,298.0,796.0,['C123744'],16.0,1.0,1.0,0.0,6436.72216796875
7358,17183,11,2021-02-15,2021-03-31,showcase,DESKTOP,472.0,1047.0,['128158'],46.0,1.0,3.0,0.0,105142.85714285714
739,1804,7,2021-01-04,2021-01-23,butterfly,DESKTOP,394.0,576.0,['118490'],21.0,1.0,6.0,0.0,5854.885620117188
6813,366,11,2020-04-04,2020-05-31,showcase,DESKTOP,472.0,1061.0,"['49712', '49713']",59.0,6.0,7.0,0.0,134857.14285714287
5498,30162,12,2021-09-21,2021-11-07,butterfly,DESKTOP,298.0,398.0,['C175650'],49.0,2.0,7.0,0.0,13394.57647705078
3028,15330,11,2021-09-25,2021-09-28,butterfly,DESKTOP,496.0,531.0,['C178969'],5.0,6.0,2.0,0.0,4058.7841796875
769,1973,12,2021-04-07,2021-05-16,butterfly,DESKTOP,298.0,398.0,['C140207'],41.0,3.0,7.0,0.0,9180.24446105957
4849,26264,7,2020-06-15,2020-06-15,butterfly,DESKTOP,350.0,492.0,['C62814'],2.0,1.0,1.0,0.0,833.3123168945312
7638,26716,11,2021-06-02,2021-06-28,showcase,DESKTOP,494.0,1063.0,['153554'],28.0,3.0,1.0,0.0,64000.0
6110,33859,11,2021-04-12,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['epicerie-sucree/chocolats-et-bonbons/confiseries-chocolatees/barres-chocolatees'],2.0,1.0,1.0,0.0,1503.7598876953125
1934,9046,12,2020-06-03,2020-06-03,tg,DESKTOP,298.0,398.0,['C61164'],2.0,3.0,3.0,0.0,1205.693603515625
6136,34007,11,2019-05-27,2019-05-27,shop,DESKTOP,206.0,285.0,['rolland-garros-tropicana'],2.0,1.0,1.0,1.0,1200.8154296875
6241,34629,12,2021-09-10,2021-09-18,tg,DESKTOP,298.0,398.0,['C175907'],10.0,5.0,6.0,0.0,7219.358520507812
953,3056,11,2021-04-08,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['epicerie-sucree/biscuits-et-gateaux/petits-beurres-et-biscuits-secs'],6.0,4.0,1.0,0.0,4474.211791992188
4040,21478,12,2020-09-11,2020-10-04,butterfly,DESKTOP,298.0,398.0,['C90193'],25.0,5.0,7.0,0.0,10063.162994384766
570,1015,7,2020-04-07,2020-05-24,butterfly,DESKTOP,350.0,494.0,"['C51179', 'C51180', 'C55390']",48.0,2.0,7.0,0.0,10527.91259765625
802,2197,10,2021-05-26,2021-06-05,butterfly,DESKTOP,394.0,555.0,['C151799'],12.0,3.0,6.0,0.0,8838.44384765625
6981,4688,11,2021-05-02,2021-05-27,showcase,DESKTOP,438.0,1063.0,['146195'],27.0,7.0,4.0,0.0,61714.28571428572
6187,34363,12,2020-07-14,2020-07-27,butterfly,DESKTOP,298.0,398.0,['C72581'],15.0,2.0,1.0,0.0,6816.708068847656
3480,17884,11,2021-09-17,2021-09-19,butterfly,DESKTOP,495.0,532.0,['C177552'],4.0,5.0,7.0,0.0,2849.49951171875
4237,22551,12,2021-09-06,2021-11-21,butterfly,DESKTOP,298.0,398.0,['C173174'],78.0,1.0,7.0,0.0,13919.8388671875
3444,17681,12,2020-04-28,2020-04-30,banner,DESKTOP,200.0,995.0,['55777'],4.0,2.0,4.0,0.0,2922.708251953125
3647,18969,7,2021-04-21,2021-05-06,butterfly,DESKTOP,419.0,576.0,['142934'],17.0,3.0,4.0,0.0,8154.61279296875
7390,18216,11,2020-10-15,2020-11-01,showcase,DESKTOP,472.0,1047.0,['99276'],19.0,4.0,7.0,0.0,43428.57142857143
5966,32992,11,2019-08-26,2019-09-01,shop,DESKTOP,147.0,1061.0,['capri-sun-tropico-cocacola'],8.0,1.0,7.0,1.0,4808.11669921875
7512,22868,11,2021-08-01,2021-08-07,showcase,DESKTOP,494.0,1063.0,['154860'],8.0,7.0,6.0,0.0,18285.714285714286
2205,10404,12,2020-06-30,2020-06-30,tg,DESKTOP,298.0,796.0,['C67697'],2.0,2.0,2.0,0.0,1458.780029296875
7194,11440,11,2020-10-13,2020-10-18,showcase,DESKTOP,472.0,1047.0,['98525'],7.0,2.0,7.0,0.0,16000.0
3154,16119,11,2021-01-13,2021-02-22,butterfly,DESKTOP,486.0,273.0,['C119738'],42.0,3.0,1.0,0.0,12924.76171875
3875,20319,12,2019-12-17,2019-12-28,tg,DESKTOP,298.0,796.0,['C39977'],13.0,2.0,6.0,0.0,10465.353088378906
6261,34768,12,2021-06-15,2021-07-11,banner,DESKTOP,200.0,995.0,['154955'],28.0,2.0,7.0,0.0,14613.9765625
903,2793,12,2020-01-21,2020-01-30,tg,DESKTOP,298.0,796.0,['C44411'],11.0,2.0,4.0,0.0,7638.039733886719
6499,36115,12,2021-04-25,2021-04-30,tg,DESKTOP,298.0,597.0,['C139153'],7.0,7.0,5.0,0.0,4581.039855957031
6500,36121,12,2020-09-05,2020-09-10,tg,DESKTOP,298.0,796.0,['C87364'],7.0,6.0,4.0,0.0,4815.916687011719
856,2519,12,2020-09-06,2020-09-22,banner,DESKTOP,200.0,995.0,['87860'],18.0,7.0,2.0,0.0,10974.838623046877
4017,21313,12,2019-07-15,2019-08-04,banner,DESKTOP,200.0,995.0,['31586'],22.0,1.0,7.0,0.0,9790.31689453125
3815,20057,11,2021-03-27,2021-03-30,butterfly,DESKTOP,486.0,274.0,['C131835'],5.0,6.0,2.0,0.0,4058.7841796875
2464,12143,12,2019-07-12,2019-08-04,stoprayon,DESKTOP,121.0,995.0,['31755'],25.0,5.0,7.0,0.0,10063.162994384766
2211,10455,11,2020-10-06,2020-10-25,butterfly,DESKTOP,486.0,273.0,['C76730'],21.0,2.0,7.0,0.0,8629.662506103516
5841,32246,11,2020-11-10,2020-11-16,stoprayon,DESKTOP,145.0,1063.0,['pampers'],8.0,2.0,1.0,0.0,6630.34619140625
1867,8672,10,2021-02-01,2021-02-02,butterfly,DESKTOP,437.0,555.0,['C123164'],3.0,1.0,2.0,0.0,2223.6677856445312
3533,18236,11,2021-06-03,2021-06-06,butterfly,DESKTOP,497.0,532.0,['C152103'],5.0,4.0,7.0,0.0,3561.874389648437
2825,14152,11,2021-06-16,2021-06-24,butterfly,DESKTOP,486.0,530.0,['C156904'],10.0,3.0,4.0,0.0,6594.677734375
1135,4278,10,2019-09-02,2019-09-19,butterfly,DESKTOP,420.0,574.0,['C32458'],19.0,1.0,4.0,0.0,10078.505004882812
2642,12989,12,2020-10-19,2020-11-26,butterfly,DESKTOP,298.0,398.0,['C99406'],40.0,1.0,4.0,0.0,8620.658569335938
780,2034,11,2020-06-01,2020-06-20,butterfly,DESKTOP,486.0,278.0,['C62483'],21.0,1.0,6.0,0.0,8690.927673339844
2973,15060,12,2020-08-05,2020-08-07,banner,DESKTOP,200.0,995.0,['76295'],4.0,3.0,5.0,0.0,2456.127685546875
2347,11258,7,2020-06-03,2020-09-02,butterfly,DESKTOP,350.0,492.0,['C61140'],93.0,3.0,3.0,0.0,9124.826065063477
3933,20727,12,2021-06-07,2021-07-04,tg,DESKTOP,298.0,398.0,['C152605'],29.0,1.0,7.0,0.0,12668.790893554688
